end_stat_id,end_name,end_lat,end_lon
7474.0,Clarence Square,43.64407,-79.3929
7475.0,Jarvis St / Richmond St E,43.652777,-79.372637
7476.0,Symington Ave / Dupont St,43.665538,-79.451263
7477.0,Antler St / Campbell Ave - SMART,43.664182,-79.449066
7478.0,Ellis Ave / The Queensway,43.63855,-79.46693
7479.0,Jane St / Bloor St W (Jane Subway Station),43.64976,-79.48477
7480.0,Neil McLellan Park,43.65143,-79.47779
7482.0,Danforth Ave / Sibley Ave,43.690111,-79.292634
7483.0,Southwood Dr / Kingston Rd - SMART,43.678685,-79.297974
7484.0,Briar Hill Ave / Yonge St - SMART,43.713524,-79.400162
7485.0,Blythwood Rd / Yonge St - SMART,43.716652,-79.399993
7486.0,Gerrard St E / Ted Reeve Dr,43.684261,-79.299332
7487.0,Eastwood Rd / Woodbine Ave - SMART,43.676216,-79.309395
7488.0,Summerhill Ave / Maclennan Ave,43.685924,-79.376304
7489.0,Sumach St  / Queen St E,43.656638,-79.358749
7491.0,D'Arcy St / Spadina Ave - SMART,43.654074,-79.398115
7492.0,324 Cherry St,43.6482995,-79.3552533
7493.0,Sackville St / Eastern Ave - SMART,43.653809,-79.3595
7494.0,Davenport Rd / McAlpine St - SMART,43.673768,-79.391253
7496.0,Sunnyside Ave / The Queensway - SMART,43.6397,-79.44865
7497.0,128 Sterling Ave - SMART,43.654004,-79.444792
7501.0,Humberside Grounds - SMART,43.65917,-79.46997
7502.0,University Ave / College St (East),43.65995,-79.38964
7503.0,Gerrard St E / Malvern Ave - SMART,43.685221,-79.294766
7504.0,Gerrard St E / Victoria Park Ave - SMART,43.686962,-79.286864
7505.0,Ontario St / Adelaide St E -SMART,43.652458,-79.366433
7506.0,Berkeley St / Adelaide St E - SMART,43.653359,-79.365023
7508.0,Berkeley St / Dundas St E - SMART,43.658816,-79.367318
7509.0,Ontario St / King St E,43.651814,-79.366194
7514.0,Humber Bay Shores Park / Marine Parade Dr,43.626265,-79.476723
7515.0,Amos Waites Park,43.613606,-79.4883535
7516.0,Superior Ave / Lake Shore Blvd W,43.6146692,-79.4873148
7517.0,Ripley Ave / Ormskirk Ave,43.6390437,-79.4760109
7518.0,Lake Shore Blvd W / Colborne Lodge Dr,43.63771,-79.458173
7519.0,406 Oakwood Ave,43.68827060022711,-79.43937767081853
7520.0,St Clarens Ave / Shirley Ave,43.6486599,-79.4376413
7521.0,Emerson Ave / Bloor St W,43.65904,-79.44088
7522.0,Wallace Ave / Pauline Ave,43.6632257,-79.4397052
7523.0,Lynn Williams St / East Liberty St - SMART,43.638925,-79.4168659
7524.0,Lisgar Park,43.6423847,-79.4240277
7525.0,Fennings St / Queen St W,43.643945,-79.421189
7526.0,Bartlett Parkette,43.6702236,-79.4360232
7527.0,Joseph J Piccininni Community Centre,43.675648,-79.4527619
7528.0,Spadina Rd / Austin Terrace,43.67883,-79.408723
7529.0,Symington Ave / Davenport Rd,43.6704403,-79.45328549999999
7530.0,Sherbourne St N / Elm Ave,43.6752732,-79.3778458
7531.0,541 Huron St - SMART,43.670206,-79.402643
7533.0,Housey St / Dan Leckie Way,43.6380413,-79.39783469999999
7534.0,Walnut Ave / Queen St W,43.645469,-79.411084
7535.0,Wolsley St / Palmerston Ave - SMART,43.647497,-79.406691
7536.0,Palmerston Ave / Dundas St W,43.651603,-79.408346
7537.0,Euclid Ave / Herrick St - SMART,43.661559,-79.413845
7538.0,Vaughan Rd /Wychwood Ave,43.6882821,-79.4253856
7539.0,Davisville Ave / Pailton Cres,43.69933,-79.39199
7540.0,Alvin Ave / St Clair Ave E,43.68871,-79.39264
7541.0,Bellwoods Ave / Treford Pl - SMART,43.65246,-79.413528
7542.0,Queen St W / John St,43.650077,-79.391291
7543.0,Nassau St / Bellevue Ave,43.6550458,-79.4034475
7544.0,Foster Pl / Elizabeth St,43.654565,-79.384679
7545.0,Baldwin St / Henry St,43.6560758,-79.393259
7546.0,Ross St / Cecil St - SMART,43.6568254,-79.3966159
7547.0,Orde St / McCaul St,43.6580442,-79.3927404
7548.0,St Joseph St / Bay St - SMART,43.6657049,-79.3873183
7549.0,439 Sherbourne St,43.666051,-79.374161
7551.0,The Esplanade / Hahn Pl,43.649709,-79.364184
7552.0,Lake Shore Blvd W / Thirty Ninth Street,43.5927419,-79.54033009999999
7553.0,Lake Shore Blvd W / Twenty Fourth St,43.597082,-79.522768
7554.0,Humber College,43.5961692,-79.5160575
7555.0,Royal York Rd / Mimico Ave,43.612063,-79.496573
7556.0,Windsor St / Newcastle St,43.6171635,-79.4971065
7557.0,The Queensway / High St,43.630874,-79.482407
7558.0,Berry Rd / Bell Manor Dr,43.63732,-79.489083
7559.0,Swansea Community Centre,43.6438036,-79.4770327
7560.0,Glenwood Ave / Runnymede Rd,43.656845,-79.478479
7561.0,Annette St / Jane St,43.658574,-79.487246
7562.0,Priscilla  Ave / Dundas St W,43.664665,-79.489385
7563.0,St Clair Ave W / Castleton Ave,43.668496,-79.485426
7564.0,Durie St / Dundas St W,43.665523,-79.484892
7565.0,St Clair Ave W / Gunns Rd,43.672079,-79.470171
7566.0,Weston Rd / St Clair Ave W - SMART,43.673019,-79.467994
7567.0,Weston Lions Park,43.698841,-79.519472
7568.0,Jameson Ave / Queen St W,43.63985,-79.43703
7569.0,Toronto Inukshuk Park,43.6323994,-79.40978179999999
7570.0,Carlaw Ave / Dundas St E,43.665076,-79.341509
7571.0,Highfield Rd / Gerrard St E,43.671771,-79.324961
7572.0,Cosburn Ave / Durant Ave,43.6935477,-79.3301658
7575.0,Bayview Ave / Lawren Harris Square,43.6548521,-79.35397680000001
7576.0,Front St E / Bayview Avenue,43.6535,-79.354068
7577.0,Oak St / Sumach St,43.6617908,-79.361515
7578.0,Oak St / Parliament St,43.66081,-79.366238
7579.0,Glebe Rd W / Yonge St,43.7005976,-79.397345
7580.0,Hillsdale Ave W / Yonge St,43.7029672,-79.3979073
7581.0,High Park Ave / Dundas St W,43.6653032,-79.4701178
7582.0,Alameda Ave / Vaughan Rd - SMART,43.690903,-79.4375028
7583.0,Eglinton Ave W / Scarlett Rd,43.6834703,-79.5108942
7584.0,The Pond Rd / Sentinel Rd,43.7696262,-79.5025943
7585.0,Sentinel Rd / Finch Hydro Corridor,43.7641485,-79.5012809
7586.0,Finch West Subway Station,43.76521,-79.491281
7587.0,Dufferin St / Finch Hydro Recreational Trail,43.7724019,-79.4675395
7588.0,G Ross Lord Park,43.7781116,-79.467963
7589.0,Torresdale Ave / Antibes Dr,43.77953,-79.45233
7590.0,Esther Shiner Stadium,43.7774374,-79.4447096
7591.0,Elwood Blvd / Avenue Rd,43.707049,-79.40966
7593.0,Roehampton St / Bayview Ave,43.711751,-79.378615
7594.0,Fleming Cres / Bayview Ave,43.707045,-79.375437
7595.0,Moore Park,43.693256,-79.383238
7596.0,Langford Ave / Danforth Ave - SMART,43.6800218,-79.3405681
7597.0,Yonge St / Golfdale Rd,43.732016,-79.403637
7598.0,Teddington Park Ave,43.732975,-79.40401
7599.0,Richmond St W / York St,43.650745,-79.383633
7600.0,Russell St / Huron St - SMART,43.660274,-79.398049
7601.0,Brick Works,43.683884,-79.36647
7602.0,Woodbine Ave / O'Connor Dr,43.699281,-79.318802
7603.0,O'Connor Dr / Curity Ave - SMART,43.707582,-79.311439
7604.0,St Columba Pl / St Clair Ave E,43.70567,-79.310554
7605.0,Lumsden Ave / Eastdale Ave,43.69413548199171,-79.30058718775287
7606.0,Dawes Rd / Taylor Creek Trl,43.696631,-79.297436
7607.0,Fairmount Park,43.6765897,-79.3163022
7608.0,Wilket Creek Park,43.720645,-79.355474
7609.0,Sunnybrook Park,43.720233,-79.362092
7610.0,Kingston Rd / Beech Ave,43.680095,-79.291714
7611.0,Victoria Park Ave / Danforth Ave,43.691468,-79.288619
7612.0,Livingston Rd / Guildwood Pkwy,43.747854,-79.199327
7613.0,Livingston Rd (Highland Creek Trail),43.7561681,-79.2026694
7614.0,Morningside Park (Highland Creek Trail),43.779353,-79.193023
7615.0,Colonel Danforth Park,43.7777114,-79.1659711
7616.0,Waterfront Trail (Rouge Hill),43.778015,-79.131911
7617.0,Starspray Ave / Lawrence Ave E,43.788319,-79.123505
7618.0,Vaughan Rd / Oakwood Ave,43.6926825,-79.441042
7619.0,Braemar Ave / Eglinton Ave W,43.7041957,-79.4094472
7620.0,Eglinton Ave E / Redpath Ave,43.7078691,-79.39248
7621.0,Long Branch GO Station,43.591561,-79.545827
7622.0,Marie Curtis Park,43.5880774,-79.5432067
7623.0,Royal York Rd / Lake Shore Blvd W,43.6029904,-79.4926867
7624.0,Guildwood GO Station (South),43.754978,-79.1971289
7625.0,Yonge St / Lawrence Ave,43.7254665,-79.40115449999999
7626.0,Rouge Hill GO Station,43.7805505,-79.1301203
7627.0,Shaw St / Essex St - SMART,43.667076,-79.425116
7629.0,Lundy Ave / Etienne Brule Park,43.6625395,-79.5030161
7630.0,Twelfth St / Thirteenth St,43.6002896,-79.5108692
7631.0,Florence Gell Park,43.6615467,-79.498398
7632.0,Chiltern Hill Rd / Eglinton Ave W,43.7004017,-79.4275305
7633.0,Noble St / Queen St W,43.6424558,-79.4296346
7634.0,University Ave / Gerrard St W (WEST) - SMART,43.6578449,-79.3899265
7635.0,Runnymede Rd / Annette St,43.6596299,-79.4799176
7636.0,Bloor St W / Riverside Ave,43.647663,-79.487583
7637.0,Judson St / Royal York,43.6162721,-79.4990363
7639.0,135 Queens Wharf  - SMART,43.6399714,-79.39940399999999
7640.0,Spadina Rd / St.Clair Ave West,43.6842741,-79.4100625
7641.0,Annette St / Dundas W,43.6641174,-79.4588522
7642.0,Yonge St / St Clair Ave,43.68850459999999,-79.3940052
7643.0,Oriole Pkwy / Kilbarry Rd,43.6954486,-79.4026176
7644.0,East Lynn Ave / Danforth Ave,43.6850809,-79.3149901
7645.0,University of Toronto Scarborough,43.7842419,-79.1849889
7646.0,University Ave / Richmond St W,43.6503935,-79.3860211
7647.0,Elm St/ University Ave (East Side),43.65637299999999,-79.38781039999999
7648.0,909 Yonge St,43.67515255542865,-79.38849615969643
7650.0,St Clair W Subway - Heath Entrance,43.686339,-79.4152162
7653.0,Bloor St W / Indian Rd,43.6555257,-79.45738940000001
7654.0,Bloor St W / Pacific Ave,43.65412449999999,-79.4636388
7655.0,Danforth Ave / Dewhurst Blvd,43.680207,-79.339243
7656.0,Bloor St W / Brock Ave,43.6589882,-79.438715
7657.0,1 Market St - SMART,43.6469928,-79.3706665
7658.0,Kings Mill Park,43.64920406876699,-79.49336334201408
7659.0,Amroth Ave / Danforth Ave,43.6856128,-79.31168269999999
7660.0,285 Victoria St,43.656633,-79.379625
7662.0,Beaty Ave / Queen St W,43.6393107,-79.4408141
7663.0,Kilgour Rd / Rumsey Rd,43.718039,-79.371914
7664.0,Sunnybrook Health Centre - L Wing,43.72268,-79.37644
7665.0,Sunnybrook Health Centre - S Wing,43.720998,-79.377456
7666.0,Dundas St W / St Helen Ave - SMART,43.6504218,-79.4407647
7667.0,Spadina Ave / Sussex Ave - SMART,43.66402799999999,-79.40297869999999
7668.0,Simcoe St / Dundas St W - SMART,43.6558557,-79.3894093
7670.0,Yonge St / Woburn Ave - SMART,43.72814640000001,-79.4032194
7671.0,Yonge St / Montgomery Ave - SMART,43.7093201,-79.3996301
7675.0,1525 Dundas St,43.6494166,-79.4324221
7676.0,York University (Glendon Campus) - SMART,43.727365488246306,-79.3814254607724
7677.0,1303 Yonge St - SMART,43.6846177,-79.39245919999999
7678.0,York University Station (South) - SMART,43.77345,-79.5002
7679.0,York University Station (North),43.7741,-79.5005
7680.0,Princes Gate / Nunavut Dr,43.6334636,-79.4143057
7681.0,25 Booth Ave,43.6544839,-79.34105699999999
7682.0,Bathurst St / Front St W,43.64134790000001,-79.4013882
7683.0,Bay St / Harbour St (West),43.6421013,-79.3784532
7684.0,Bay St / Harbour St (East),43.64215,-79.377
7685.0,King / Brant,43.645102,-79.39744979999999
7686.0,Lower Jarvis / The Esplanade,43.6478206,-79.3704721
7687.0,Bloor / Gladstone - SMART,43.6602021,-79.4342726
7688.0,High Park Blvd / Parkside Dr,43.644887,-79.45641169999999
7689.0,20 Eaton,43.680012,-79.34403250000001
